app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(225,3): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(250,5): error TS2304: Cannot find name 'expect'.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(253,5): error TS2304: Cannot find name 'expect'.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(256,3): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(286,5): error TS2304: Cannot find name 'expect'.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(290,5): error TS2304: Cannot find name 'expect'.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(297,1): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(298,3): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(311,5): error TS2304: Cannot find name 'expect'.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(337,5): error TS2304: Cannot find name 'expect'.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(338,5): error TS2304: Cannot find name 'expect'.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(345,1): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(346,3): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(386,5): error TS2304: Cannot find name 'expect'.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(391,5): error TS2304: Cannot find name 'expect'.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(392,7): error TS2304: Cannot find name 'expect'.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(403,1): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(404,3): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(413,21): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(433,5): error TS2304: Cannot find name 'expect'.
app/(app)/(tabs)/__tests__/saved-routes.swipe.test.ts(437,5): error TS2304: Cannot find name 'expect'.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(13,18): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(14,18): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(16,28): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(18,15): error TS2694: Namespace 'global.jest' has no exported member 'Mock'.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(23,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(32,12): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(34,11): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(35,15): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(36,13): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(40,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(86,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(90,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(94,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(98,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(125,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(127,23): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(128,23): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(132,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(170,27): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(171,27): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(178,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(184,17): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(190,17): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(194,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(195,28): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(196,26): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(199,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(204,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(207,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(210,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(211,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(214,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(217,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(220,1): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(249,1): error TS2304: Cannot find name 'beforeEach'.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(250,3): error TS2708: Cannot use namespace 'jest' as a value.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(259,1): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(260,3): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(283,5): error TS2304: Cannot find name 'expect'.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(289,5): error TS2304: Cannot find name 'expect'.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(290,7): error TS2304: Cannot find name 'expect'.
app/(app)/(tabs)/__tests__/saved-routes.test.ts(294,3): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
